num	attraction	ranking	rating	review_num	address	street	locality	category	phone	duration	hours	neighborhood	description	tags	languages	sitelink
777	St Giles-in-the-Fields Church	#842	4.0 	17	60 St. Giles High Street, London WC2H 8LG, England	60 St. Giles High Street	London WC2H 8LG, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7240 2532	"missing"	Closed Now Sun9:00 AM - 7:30 PMMon - Fri8:00 AM - 7:30 PMHours Hours Today: 8:00 AM - 7:30 PM	Covent Garden	"missing"	check their website; tottenham court road; stunning architecture; west end; organ; poets; palladio; production; history	English (13); Italian (1); Japanese (1); Portuguese (1); Spanish (1)	/Attraction_Review-g186338-d2148071-Reviews-St_Giles_in_the_Fields_Church-London_England.html
778	Greenwich Heritage Centre	#845	4.5 	16	Artillery Square | Royal Arsenal, Woolwich, London SE18 4DX, England	Artillery Square	London SE18 4DX, 	 History Museums, Museums	+44 20 8854 2452	"missing"	Closed Now Tue - Sat9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 5:00 PM	"missing"	"missing"	missing	English (11); Italian (2); Chinese (Sim.) (1); Japanese (1); Portuguese (1)	/Attraction_Review-g186338-d3241830-Reviews-Greenwich_Heritage_Centre-London_England.html
779	Richmond Bridge	#847	4.5 	12	Richmond Road | Richmond Hill, which is in Surrey, overlooks this bridge., London W5 5NS, England	Richmond Road	London W5 5NS, 	 Bridges, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (10); Russian (1); Turkish (1)	/Attraction_Review-g186338-d8810322-Reviews-Richmond_Bridge-London_England.html
780	GettyImages Gallery	#848	5.0 	10	5 Market Place, London, England	5 Market Place	London, 	 Points of Interest & Landmarks, Sights & Landmarks	+44 20 7291 5380	"missing"	Closed Now Mon - Fri10:00 AM - 5:30 PMSat12:00 PM - 5:30 PMHours Hours Today: 10:00 AM - 5:30 PM	Fitzrovia	"missing"	missing	English (9); Spanish (1)	/Attraction_Review-g186338-d5798633-Reviews-GettyImages_Gallery-London_England.html
781	Aveqia	#850	4.0 	17	2 St. Bride Street, London EC4A 4AD, England	2 St. Bride Street	London EC4A 4AD, 	 Other Food & Drink, Food & Drink	+44 20 3651 2972	"missing"	Closed Now Mon - Fri9:00 AM - 3:00 PM6:00 PM - 12:00 AMHours Hours Today: 9:00 AM - 3:00 PM, 6:00 PM - 12:00 AM	City of London	AVEQIA is a gastronomic cooking studio where the guests cook a taster menu together with star chefs. Corporate groups from 8-80, team building and client entertainment. Open for the public at weekends.AVEQIA offers culinary meetings in a fun and sociable environment, providing guests with the opportunity to cook together with Michelin star restaurant experienced chefs in state of the art kitchens. From the amateur to the expert, corporate and private groups as well as individuals are encouraged to enjoy a relaxed and social evening of cooking with esteemed chefs from prestigious restaurants worldwide. Located in the City of London, AVEQIA St. Pauls is the first of the group to be located outside Sweden where sites have already been established in Stockholm and Gothenburg. With a capacity of up to 75 guests per session, AVEQIA houses a luxurious bar, lounge and five modern kitchens each with their own dining room. Interior designer and architect Jenny Andersson has decked the kitchens out in top of the range equipment from Gaggeneau and Siemens creating a space that is a combination of both Michelin starred restaurant luxury and comfortable home environment. AVEQIA provides a range of experiences for both corporate and private groups where emphasis is placed on building relationships and connections amongst individuals through cooking. An evening at the venue includes a glass of Champagne on arrival, a tasting menu with chefs leading the cooking process, and a chance to enjoy the food created with complementing wines chosen by the house sommelier. With a focus on Swedish cuisine, every dish will use the highest quality seasonal ingredients taking inspiration from the Swedish forests and waters as well as the top Swedish and Scandinavian restaurants where AVEQIA chefs have trained. Following dinner, guests are invited to continue their experience at the house bar where a range of exclusive brands such as Krug champagne and Mackmyra whisky are served. Inspirational cooking sessions also take place on selected dates, where individual guests have the opportunity to join a small group and take part in a hands on cooking session, learning new cooking skills whilst meeting and interacting with other guests.	missing	English (17)	/Attraction_Review-g186338-d4328279-Reviews-Aveqia-London_England.html
782	Kensington Square	#851	3.5 	30	London, England	"missing"	London, 	 Neighborhoods, Points of Interest & Landmarks, Sights & Landmarks, Other	"missing"	"missing"	"missing"	Kensington and Hyde Park	One of London’s most fashionable residential areas during the 18th century was home to such notables as philosopher John Stuart Mill and painter Sir Edward Burne-Jones.	missing	English (12); Russian (6); Portuguese (4); Italian (3); Arabic (1); Chinese (Trad.) (1); Japanese (1); Norwegian (1); Spanish (1)	/Attraction_Review-g186338-d187719-Reviews-Kensington_Square-London_England.html
783	Chestertons Polo in the Park	#854	4.5 	10	Hurlingham Field Cottage Hurlingham Road | Hurlingham Park, London SW6 3RH, England	Hurlingham Field Cottage Hurlingham Road	London SW6 3RH, 	 Sporting Events, Events	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (7); Chinese (Trad.) (8)	/Attraction_Review-g186338-d10020595-Reviews-Chestertons_Polo_in_the_Park-London_England.html
784	Earl Haig Memorial	#855	4.0 	23	Whitehall, London, England	Whitehall	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	Westminster	"missing"	world war; bronze statue; trafalgar square; commander; fund; leader; armistice; heroes; cenotaph; plinth; headquarters; tribute; military; depicted; parliament; british	English (16); Russian (2); Chinese (Trad.) (1); Dutch (1); German (1); Italian (1); Japanese (1)	/Attraction_Review-g186338-d9856621-Reviews-Earl_Haig_Memorial-London_England.html
785	Aldwych Area	#856	4.0 	22	London, England	"missing"	London, 	 Neighborhoods, Sights & Landmarks, Other	"missing"	"missing"	"missing"	Holborn	"missing"	australia house; high commission; buildings including; covent garden; trafalgar square; roadway; novella; holborn; imposing; parts; route	English (14); Spanish (6); Japanese (1); Portuguese (1)	/Attraction_Review-g186338-d246019-Reviews-Aldwych_Area-London_England.html
786	Camden Arts Center	#857	4.5 	12	Arkwright Road, London NW3 6DG, England	Arkwright Road	London NW3 6DG, 	 Art Galleries, Shopping, Museums	+44 20 7472 5500	"missing"	Closed Now Tue10:00 AM - 6:00 PMWed10:00 AM - 9:00 PMThu - Sun10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"	This facility features art exhibits as well as opportunities to interact with artists.	finchley road; book shop; contemporary art; bookshop; exhibits; exhibition	English (10); Korean (1); Portuguese (1)	/Attraction_Review-g186338-d310374-Reviews-Camden_Arts_Center-London_England.html
787	Dorich House Museum	#858	4.5 	10	67 Kingston Vale | Kingston University, London SW15 3RN, England	67 Kingston Vale	London SW15 3RN, 	 Specialty Museums, Museums	+44 20 8417 5515	Suggested Duration: 1-2 hours	Closed Now Thu - Sat11:00 AM - 5:00 PMHours Hours Today: 11:00 AM - 5:00 PM	"missing"	The Museum, which is the former home of the internationally acclaimed Estonian Sculptor Dora Gordine (1895-1991), holds the major collection of her bronzes, paintings and drawings, and a superb collection of Russian Imperial Art, gathered by her husband, the Hon. Richard Hare. The two studios, gallery and top floor apartment were all designed by Gordine herself in 1935/6.	missing	English (10)	/Attraction_Review-g186338-d6528836-Reviews-Dorich_House_Museum-London_England.html
788	Exchange Square	#837	4.5 	12	Bishopgate, London EC2A 2EH, England	Bishopgate	London EC2A 2EH, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	City of London	"missing"	missing	English (8); Russian (2); German (1); Italian (1)	/Attraction_Review-g186338-d7965502-Reviews-Exchange_Square-London_England.html
1321	Cello Factory	#1,406	4.0 	2	33-34 Cornwall Road, London SE1 8TJ, England	33-34 Cornwall Road	London SE1 8TJ, 	 Art Galleries, Shopping, Museums	+44 20 8297 1199	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d8775186-Reviews-Cello_Factory-London_England.html
789	Prince George Statue	#864	4.0 	13	Whitehall, London, England	Whitehall	London, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Westminster	"missing"	british army; horse guards; whitehall; tribute; death; figures; century	English (10); German (2); Russian (1)	/Attraction_Review-g186338-d7287633-Reviews-Prince_George_Statue-London_England.html
790	The Guild Church of St. Margaret Pattens	#859	4.0 	13	Rood Lane Eastcheap, London EC3M 1HS, England	Rood Lane Eastcheap	London EC3M 1HS, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7623 6630	"missing"	"missing"	City of London	"missing"	basketmakers; wwii; wren; submarine; display; history	English (12); Italian (1)	/Attraction_Review-g186338-d6556435-Reviews-The_Guild_Church_of_St_Margaret_Pattens-London_England.html
791	Maryon Wilson Animal Park	#860	4.5	15	Flamsteed Road | Charlton, London SE7 8HT, England	Flamsteed Road	London SE7 8HT, 	 Nature & Parks	+44 20 8856 0100	"missing"	"missing"	"missing"	"missing"	missing	English (14); Russian (1)	/Attraction_Review-g186338-d3618785-Reviews-Maryon_Wilson_Animal_Park-London_England.html
792	Sir John Betjeman Statue	#812	4.5 	12	St Pancras Station, London, England	St Pancras Station	London, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	st pancras station; poet; bronze; railway; sculptures	English (10); German (1); Italian (1)	/Attraction_Review-g186338-d10910751-Reviews-Sir_John_Betjeman_Statue-London_England.html
793	Wimbledon Windmill Museum	#863	4.0 	16	Manor Cottage Windmill Road | Wimbledon Common, London SW19 5NR, England	Manor Cottage Windmill Road	London SW19 5NR, 	 Specialty Museums, Museums	"missing"	"missing"	Closed Now Sun - Sat9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 5:00 PM	"missing"	"missing"	missing	English (15); Dutch (1)	/Attraction_Review-g186338-d3400093-Reviews-Wimbledon_Windmill_Museum-London_England.html
794	Southside House	#843	4.5 	20	Southside House 3-4 Woodhayes Road, London SW19 4RJ, England	Southside House 3-4 Woodhayes Road	London SW19 4RJ, 	 Points of Interest & Landmarks, Sights & Landmarks	+44 20 8946 7643	"missing"	Closed Wed2:00 PM - 4:00 PMSat - Sun2:00 PM - 4:00 PMHours Hours Today: Closed	"missing"	"missing"	wimbledon village; guided tour; worth a visit; century; treasure; parts	English (20)	/Attraction_Review-g186338-d4172020-Reviews-Southside_House-London_England.html
795	Chancery Lane	#866	3.5 	27	London, England	"missing"	London, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Holborn	"missing"	lincoln's inn; fleet street; high holborn; silver vaults; hatton garden; shops selling; royal courts of justice; gowns; jewellers; stroll; architecture; oldest; england; attractions	English (24); Chinese (Trad.) (1); French (1); Russian (1)	/Attraction_Review-g186338-d215378-Reviews-Chancery_Lane-London_England.html
796	Genting Casino Chinatown London	#918	4.0 	17	Wingate House 93-107 Shaftesbury Avenue, London W1D 5DY, England	Wingate House 93-107 Shaftesbury Avenue	London W1D 5DY, 	 Casinos & Gambling, Fun & Games	+44 20 7494 3020	Suggested Duration: 2-3 hours	"missing"	Soho	"missing"	missing	English (17)	/Attraction_Review-g186338-d6684159-Reviews-Genting_Casino_Chinatown_London-London_England.html
797	Bruce Castle Museum	#865	4.0 	13	Bruce Castle Museum Lordship Lane, London N17 8NU, England	Bruce Castle Museum Lordship Lane	London N17 8NU, 	 History Museums, Museums	+44 20 8808 8772	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	committed suicide; local history; london borough; haringey; tottenham; clay; ghost; wars; objects; century; stroll; fascinated; park	English (12); Italian (1)	/Attraction_Review-g186338-d8590905-Reviews-Bruce_Castle_Museum-London_England.html
798	The Grosvenor Victoria Casino London	#867	3.5	68	150-162 Edgware Road, London W2 2DT, England	150-162 Edgware Road	London W2 2DT, 	 Casinos & Gambling, Fun & Games	+44 20 7262 7777	"missing"	"missing"	Marylebone	"missing"	poker tables; nice casino; events manager; tutorial; tuition; karim; session	English (62); Italian (3); Japanese (1); Norwegian (1); Spanish (1)	/Attraction_Review-g186338-d4578963-Reviews-The_Grosvenor_Victoria_Casino_London-London_England.html
799	Puppet Theatre Barge	#869	4.5 	18	Blomfield Road | Little Venice, London W9 2PF, England	Blomfield Road	London W9 2PF, 	 Theaters, Concerts & Shows	+44 20 7249 6876	Suggested Duration: 1-2 hours	"missing"	Paddington / Maida Vale	The Puppet Theatre Barge is a unique, fifty-seat marionette theatre on a converted barge in London. The theatre presents puppet shows for children and adults and is moored in Little Venice throughout the year and in Richmond-upon-Thames during the summer. The company produces shows taken from traditional children’s tales such as the Brer Rabbit stories, Aesop's Fables and original work featuring Punch, as well as drama by writers[1] such as William Shakespeare and Federico García Lorca, and has also commissioned original plays from contemporary published writers, such as Wendy Cope,[2] Howard Barker[3][4] and Finuala Dowling.	canal barge; little venice; regent's canal; all ages; marionettes; captain; childhood; interval; boat; play	English (18)	/Attraction_Review-g186338-d211721-Reviews-Puppet_Theatre_Barge-London_England.html
800	Queen Elizabeth II Centre	#871	4.0 	19	The Conference Centre Broad Sanctuary, London SW1P 3EE, England	The Conference Centre Broad Sanctuary	London SW1P 3EE, 	 Conference & Convention Centers, Traveler Resources	+44 20 7298 4000	Suggested Duration: More than 3 hours	"missing"	Westminster	The refurbished QEII Centre is the largest dedicated conference, events and exhibition space in central London. Located in Westminster, the venue offers world class facilities for high profile conferences, conventions, exhibitions, awards dinners and corporate events with capacity of up to 2,500. The Centre hosts over 400 national and international events a year. A Stage for Game Changers and Innovators The venue was opened by HM the Queen in 1986 and has celebrated 30 years at the heart of London's event industry. Over the last 30 years, the Centre has established itself as a stage for game-changers, innovators and thought leaders across industries, politics and big brands. 32 Versatile Spaces Our versatile 'empty box' style rooms are suitable for a range of events and can be combined in a number of ways to suit your event. Read more about the QEII Centre on our Website: https://qeiicentre.london/about-us-2/	missing	English (14); German (3); Italian (1); Japanese (1)	/Attraction_Review-g186338-d10541133-Reviews-Queen_Elizabeth_II_Centre-London_England.html
801	Deptford Market	#872	4.0 	19	200 Deptford High Street, London SE8 3PR, England	200 Deptford High Street	London SE8 3PR, 	 Flea & Street Markets, Shopping	+44 20 8694 9414	"missing"	Closed Now Wed9:00 AM - 5:30 PMFri - Sat9:00 AM - 5:30 PMHours Hours Today: 9:00 AM - 5:30 PM	"missing"	"missing"	missing	English (15); Spanish (2); Italian (1); Russian (1)	/Attraction_Review-g186338-d1943743-Reviews-Deptford_Market-London_England.html
817	Royal Air Force Memorial	#888	4.0 	13	30 Victoria Embankment, London SW1A 2HR, England	30 Victoria Embankment	London SW1A 2HR, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	Westminster	"missing"	victoria embankment; golden eagle; who gave their lives; world war; raf; corps; eagles; ww1	English (8); Japanese (2); German (1); Italian (1); Korean (1)	/Attraction_Review-g186338-d10228866-Reviews-Royal_Air_Force_Memorial-London_England.html
